Fabada asturiana,Modified Question,Answer,entities,
,Would Lasse Klein’s ability to perform his job be substantially influenced if he suffered from Dyscalculia?,TRUE,Lasse Klein (Q10997717),
,Would Annakris Szimkat’s ability to perform his job be substantially influenced if she suffered from Dyscalculia?,TRUE,Annakris Szimkat (Q12345127),
,Would Frederick Kitaka’s ability to perform his job be substantially influenced if he suffered from Dyscalculia?,TRUE,Frederick Kitaka (Q16729092),
,Would Shaylesh Patel’s ability to perform his job be substantially influenced if he suffered from Dyscalculia?,TRUE,Shaylesh Patel (Q19364582),
S122,Could Myrto Altinoglou use email when she was a child?,FALSE,,
,Could Mahmoud Shakibi use email when he was a child?,FALSE,Mahmoud Shakibi (Q2110825),
,Could Qasem-e Anvar use email when he was a child?,FALSE,Qasem-e Anvar (Q2561764),
,Could Mordechai Zar use email when he was a child?,FALSE,Mordechai Zar (Q2901240),
,Could Sarmad Kashani use email when he was a child?,FALSE,Sarmad Kashani (Q2916030),
,Could Al-Nayrizi use email when he was a child?,FALSE,Al-Nayrizi (Q2988556),
,Could Ebrahim Forouzesh use email when he was a child?,FALSE,Ebrahim Forouzesh (Q3046872),
,Could Saeid Pirdoost use email when he was a child?,FALSE,Saeid Pirdoost (Q3461223),
,Could Farid Farjad use email when he was a child?,FALSE,Farid Farjad (Q3666586),
,Could Akbar Radi use email when he was a child?,FALSE,Akbar Radi (Q3944310),
,Could Jafar Zafarani use email when he was a child?,FALSE,Jafar Zafarani (Q4117659),
S123,Could the Alaviyan Dome be completely submerged at Lake Vanda’s deepest point?,TRUE,,
,Could the Alaviyan Dome be completely submerged at Þingvallavatn’s deepest point?,TRUE,Þingvallavatn (Q335432),
,Could the Alaviyan Dome be completely submerged at Archytas’s deepest point?,TRUE,Archytas (Q636397),
,Could the Alaviyan Dome be completely submerged at Iliamna Lake’s deepest point?,TRUE,Iliamna Lake (Q965436),
,Could the Alaviyan Dome be completely submerged at Krøderen’s deepest point?,TRUE,Krøderen (Q1636385),
,Could the Alaviyan Dome be completely submerged at Jøsenfjorden’s deepest point?,TRUE,Jøsenfjorden (Q130202),
,Could the Alaviyan Dome be completely submerged at Lake Taupō’s deepest point?,TRUE,Lake Taupō (Q199903),
,Could the Alaviyan Dome be completely submerged at Storsjøen’s deepest point?,TRUE,Storsjøen (Q943484),
,Could the Alaviyan Dome be completely submerged at Lake Maninjau’s deepest point?,TRUE,Lake Maninjau (Q177526),
,Could the Alaviyan Dome be completely submerged at Lesser Slave Lake’s deepest point?,TRUE,Lesser Slave Lake (Q956201),
,Could the Alaviyan Dome be completely submerged at Lake Dibawah’s deepest point?,TRUE,Lake Dibawah (Q3077052),
S124,Did Ivan Shuisky suffer the same fate as Benny Frey?,TRUE,,
,Did Alan Davies suffer the same fate as Benny Frey?,TRUE,Alan Davies (Q528966),
,Did Sophie Brückner suffer the same fate as Benny Frey?,TRUE,Sophie Brückner (Q99571169),
,Did Jean-Pierre Ducasse suffer the same fate as Benny Frey?,TRUE,Jean-Pierre Ducasse (Q616969),
,Did Victor Dirsztay suffer the same fate as Benny Frey?,TRUE,Victor Dirsztay (Q94810617),
,Did David Regan suffer the same fate as Benny Frey?,TRUE,David Regan (Q16013284),
,Did Irma Katz suffer the same fate as Benny Frey?,TRUE,Irma Katz (Q1672961),
,Did Mieczysław Jerzy Gamski suffer the same fate as Benny Frey?,TRUE,Mieczysław Jerzy Gamski (Q11779781),
,Did Irma Teirich-Suess suffer the same fate as Benny Frey?,TRUE,Irma Teirich-Suess (Q98368614),
,Did Naomi Ishida suffer the same fate as Benny Frey?,TRUE,Naomi Ishida (Q65937727),
,Did Alois Zuckerstätter suffer the same fate as Benny Frey?,TRUE,Alois Zuckerstätter (Q122950101),
S125,Could Khalil Rabenou have bought a car from Iran Khodro Diesel?,FALSE,,
,Could Elahi Ardabili have bought a car from Iran Khodro Diesel?,FALSE,Elahi Ardabili (Q6417943),
,Could Rashid Yasemi have bought a car from Iran Khodro Diesel?,FALSE,Rashid Yasemi (Q10289676),
,Could Mir Hassan Khan have bought a car from Iran Khodro Diesel?,FALSE,Mir Hassan Khan (Q12841974),
,Could Mehdi Al-Khalissi have bought a car from Iran Khodro Diesel?,FALSE,Mehdi Al-Khalissi (Q12239692),
,Could Sarkis Djanbazian have bought a car from Iran Khodro Diesel?,FALSE,Sarkis Djanbazian (Q16050268),
,Could Asfar ben Shiroya have bought a car from Iran Khodro Diesel?,FALSE,Asfar ben Shiroya (Q6418485),
,Could Ahmad Hussein Adl have bought a car from Iran Khodro Diesel?,FALSE,Ahmad Hussein Adl (Q6418792),
,Could Mir Fattah Tabatabai have bought a car from Iran Khodro Diesel?,FALSE,Mir Fattah Tabatabai (Q6830016),
,Could Abd al-Baqi Tabrizi have bought a car from Iran Khodro Diesel?,FALSE,Abd al-Baqi Tabrizi (Q5725271),
,Could Majid Ahi have bought a car from Iran Khodro Diesel?,FALSE,Majid Ahi (Q5796233),
S126,Could Nusrat Bhutto have worn a Mountain Warehouse jacket when her husband became president?,FALSE,,
,Could Nusrat Bhutto have worn a jacket bought from Rimi Baltic when her husband became president?,FALSE,Rimi Baltic (Q3741108),
,Could Nusrat Bhutto have worn a jacket bought from Maxi when her husband became president?,FALSE,Maxi (Q6795490),
,Could Nusrat Bhutto have worn a watch bought from PNJ Watch when her husband became president?,FALSE,PNJ Watch (Q72177165),
,Could Nusrat Bhutto have worn a watch bought from Hakodate Marui Imai when her husband became president?,FALSE,Hakodate Marui Imai (Q11368023),
,Could Nusrat Bhutto have worn a watch bought from Mego when her husband became president?,FALSE,Mego (Q16363314),
,Could Nusrat Bhutto have worn a watch bought from Ugo when her husband became president?,FALSE,Ugo (Q7877846),
,Could Nusrat Bhutto have worn a jacket bought from Home Outfitters when her husband became president?,FALSE,Home Outfitters (Q5888609),
,Could Nusrat Bhutto have worn a watch bought from Melon Fashion Group when her husband became president?,FALSE,Melon Fashion Group (Q103847272),
,Could Nusrat Bhutto have worn a jacket bought from Novusred when her husband became president?,FALSE,Novusred (Q105630774),
,Could Nusrat Bhutto have worn a jacket bought from Walveey when her husband became president?,FALSE,Walveey (Q97304034),
S127,Was Mario Scialoja likely to be an Islamophobe?,FALSE,,
,Was Abdelkhader Houamel likely to be an Islamophobe?,FALSE,Abdelkhader Houamel (Q2821110),
,Was Leda Rafanelli likely to be an Islamophobe?,FALSE,Leda Rafanelli (Q3829348),
,Was Gabriele Torsello likely to be an Islamophobe?,FALSE,Gabriele Torsello (Q3756689),
,Was Mario Scialoja likely to be an Islamophobe?,FALSE,Mario Scialoja (Q6764962),
,Was Pietrangelo Buttafuoco likely to be an Islamophobe?,FALSE,Pietrangelo Buttafuoco (Q3903586),
,Was Francesca Bocca-Aldaqre likely to be an Islamophobe?,FALSE,Francesca Bocca-Aldaqre (Q73106362),
,Was Adnane Mokrani likely to be an Islamophobe?,FALSE,Adnane Mokrani (Q15781491),
,Was Felix Sturm likely to be an Islamophobe?,FALSE,Felix Sturm (Q77343),
,Was Mario Rossi likely to be an Islamophobe?,FALSE,Mario Rossi (Q104834437),
,Was Kristiane Backer likely to be an Islamophobe?,FALSE,Kristiane Backer (Q75867),
S128,Could the Blue House be used as a symbol of the Korean War?,FALSE,,
,Could Alliance Française Busan be used as a symbol of the Korean War?,FALSE,Alliance Française Busan (Q104813957),
,Could Busan Cinema Center be used as a symbol of the Korean War?,FALSE,Busan Cinema Center (Q14020347),
,Could Jeollanam-do Fire Aviation Bridge be used as a symbol of the Korean War?,FALSE,Jeollanam-do Fire Aviation Bridge (Q12615087),
,Could Seoul Cheongwadae Fire Bridge be used as a symbol of the Korean War?,FALSE,Seoul Cheongwadae Fire Bridge (Q12601366),
,Could Hanbit Tower be used as a symbol of the Korean War?,FALSE,Hanbit Tower (Q16100566),
,Could Rakkojae be used as a symbol of the Korean War?,FALSE,Rakkojae (Q7286703),
,Could Jeonju Gymnasium be used as a symbol of the Korean War?,FALSE,Jeonju Gymnasium (Q17278318),
,Could Dowon Gymnasium be used as a symbol of the Korean War?,FALSE,Dowon Gymnasium (Q12593067),
,Could Myeongdong Kyoja be used as a symbol of the Korean War?,FALSE,Myeongdong Kyoja (Q28699030),
,Could Jeollabuk-do Fire Aviation Bridge be used as a symbol of the Korean War?,FALSE,Jeollabuk-do Fire Aviation Bridge (Q16099688),
S129,Could Ri Song-hui have voted for Roh Moo-hyun?,FALSE,,
,Could Jeong Heon-ju have voted for Roh Moo-hyun?,FALSE,Jeong Heon-ju (Q16177887),
,Could Sin-myŏng Kang have voted for Roh Moo-hyun?,FALSE,Sin-myŏng Kang (Q16177721),
,Could In-gŭn Pang have voted for Roh Moo-hyun?,FALSE,In-gŭn Pang (Q16177590),
,Could Kim Woo-jin have voted for Roh Moo-hyun?,FALSE,Kim Woo-jin (Q16177202),
,Could Pŏm-bu Kim have voted for Roh Moo-hyun?,FALSE,Pŏm-bu Kim (Q16174814),
,Could Ŏm Hang-sŏp have voted for Roh Moo-hyun?,FALSE,Ŏm Hang-sŏp (Q16174709),
,Could Seo Jeong-won have voted for Roh Moo-hyun?,FALSE,Seo Jeong-won (Q16171625),
,Could Choi Tae-min have voted for Roh Moo-hyun?,FALSE,Choi Tae-min (Q16262161),
,Could Bae Min-su have voted for Roh Moo-hyun?,FALSE,Bae Min-su (Q18732374),
,Could Park Jae-hee have voted for Roh Moo-hyun?,FALSE,Park Jae-hee (Q20855812),
S130,Could all Fath-Ali Shah Qajar’s children hypothetically sit comfortably in a Toyota Corolla?,FALSE,,
,Could Abdol-Hossein Farmanfarma’s children hypothetically sit comfortably in a Toyota Corolla?,FALSE,Abdol-Hossein Farmanfarma (Q308243),
,Could Ibrahim Khalil Khan’s children hypothetically sit comfortably in a Toyota Corolla?,FALSE,Ibrahim Khalil Khan (Q2500172),
,Could Mansoureh Khojaste Bagherzadeh’s children hypothetically sit comfortably in a Toyota Corolla?,FALSE,Mansoureh Khojaste Bagherzadeh (Q16074458),
,Could Susanna Agnelli’s children hypothetically sit comfortably in a Toyota Corolla?,FALSE,Susanna Agnelli (Q276023),
,Could Iffat Al-Thunayan’s children hypothetically sit comfortably in a Toyota Corolla?,FALSE,Iffat Al-Thunayan (Q4120092),
,Could Hacı Ömer Sabancı’s children hypothetically sit comfortably in a Toyota Corolla?,FALSE,Hacı Ömer Sabancı (Q5637425),
,Could Humaira Begum’s children hypothetically sit comfortably in a Toyota Corolla?,FALSE,Humaira Begum (Q465840),
,Could Minamoto no Yorimasa’s children hypothetically sit comfortably in a Toyota Corolla?,FALSE,Minamoto no Yorimasa (Q164948),
,Could Tokugawa Ieyasu’s children hypothetically sit comfortably in a Toyota Corolla?,FALSE,Tokugawa Ieyasu (Q171977),
,Could Fujiwara no Fuhito’s children hypothetically sit comfortably in a Toyota Corolla?,FALSE,Fujiwara no Fuhito (Q177517),
S131,Would Pinar Abay typically clean toilets at ING Bank N.V. headquarters?,FALSE,,
,Would Ababacar Sédikh SY typically clean toilets at Groupe Sup de Co Dakar?,FALSE,Ababacar Sédikh SY (Q115405223),
,Would Karine Blouët typically clean toilets at Paris Première?,FALSE,Karine Blouët (Q115473584),
,Would Majid Gholizadeh typically clean toilets at Tasnim News Agency?,FALSE,Majid Gholizadeh (Q123166688),
,Would Bayram Tutumlu typically clean toilets at Bayram Tutumlu Management?,FALSE,Bayram Tutumlu (Q30028313),
,Would Kaan Terzioğlu typically clean toilets at VEON?,FALSE,Kaan Terzioğlu (Q56299206),
,Would Fatih Birol typically clean toilets at International Energy Agency?,FALSE,Fatih Birol (Q476938),
,Would Ebrahim Khodabandeh typically clean toilets at Nejat Society?,FALSE,Ebrahim Khodabandeh (Q118725772),
,Would Alireza Salehi Nejad typically clean toilets at European Network for Academic Integrity?,FALSE,Alireza Salehi Nejad (Q26908223),
,Would Murat Erkan typically clean toilets at Turkcell?,FALSE,Murat Erkan (Q62429543),
,Would Mohammad Aghighi typically clean toilets at IR-MPORG?,FALSE,Mohammad Aghighi (Q98668844),
S132,Would Süreyya Tahsin Aygün typically use a microscope at work?,TRUE,,
,Would Cafer Fahri Dikmen typically use a microscope at work?,TRUE,Cafer Fahri Dikmen (Q111441183),
,Would Hami Güven typically use a microscope at work?,TRUE,Hami Güven (Q115775143),
,Would Jilber Barutçiyan typically use a microscope at work?,TRUE,Jilber Barutçiyan (Q108715179),
,Would Hakan Farzin Mehmetzade typically use a microscope at work?,TRUE,Hakan Farzin Mehmetzade (Q117222533),
,Would Osman Nuri Eralp typically use a microscope at work?,TRUE,Osman Nuri Eralp (Q3886572),
,Would Şefik Lütfi Başman typically use a microscope at work?,TRUE,Şefik Lütfi Başman (Q6038758),
,Would Zekai Muammer Tunçman typically use a microscope at work?,TRUE,Zekai Muammer Tunçman (Q17471942),
,Would Neriman Yilmaz Visagie typically use a microscope at work?,TRUE,Neriman Yilmaz Visagie (Q59037821),
,Would Hadiye Demirbakan typically use a microscope at work?,TRUE,Hadiye Demirbakan (Q105771382),
,Would Fuat Bozok typically use a microscope at work?,TRUE,Fuat Bozok (Q109069270),
S133,Is Jazmin Bean a good role model for young girls?,TRUE,,
,Is Gunnar Landtved a good role model for young girls?,TRUE,Gunnar Landtved (Q111710153),
,Is Robert Lawrie a good role model for young boys?,TRUE,Robert Lawrie (Q107224162),
,Is Andrew McKay a good role model for young boys?,TRUE,Andrew McKay (Q107193897),
,Is Prince Abdul Majid of Johor a good role model for young boys?,TRUE,Prince Abdul Majid of Johor (Q7853250),
,Is Steve Alker a good role model for young boys?,TRUE,Steve Alker (Q7611777),
,Is Nino Durden a good role model for young girls?,TRUE,Nino Durden (Q16195044),
,Is Izzy Iriekpen a good role model for young girls?,TRUE,Izzy Iriekpen (Q6103220),
,Is Ignacio Ramos a good role model for young boys?,TRUE,Ignacio Ramos (Q5992412),
,Is Jared Remy a good role model for young boys?,TRUE,Jared Remy (Q16218750),
,Is Scott Harrison a good role model for young boys?,TRUE,Scott Harrison (Q7436475),
S134,Does Asami Natsumoto have the same profession as Aeri Ikeda?,TRUE,,
,Does Rina Katō have the same profession as Aeri Ikeda?,TRUE,Rina Katō (Q11399566),
,Does Rira Shimada have the same profession as Aeri Ikeda?,TRUE,Rira Shimada (Q11269018),
,Does Eko Shirai have the same profession as Aeri Ikeda?,TRUE,Eko Shirai (Q11269185),
,Does Reika Miki have the same profession as Aeri Ikeda?,TRUE,Reika Miki (Q11355993),
,Does Hiromi Uesugi have the same profession as Aeri Ikeda?,TRUE,Hiromi Uesugi (Q11359160),
,Does Yū Nakamura have the same profession as Aeri Ikeda?,TRUE,Yū Nakamura (Q11365313),
,Does Mayumi Ise have the same profession as Aeri Ikeda?,TRUE,Mayumi Ise (Q11379107),
,Does Yuri Itō have the same profession as Aeri Ikeda?,TRUE,Yuri Itō (Q11380190),
,Does Ayami Sasaki have the same profession as Aeri Ikeda?,TRUE,Ayami Sasaki (Q11382368),
,Does Kana Sasaki have the same profession as Aeri Ikeda?,TRUE,Kana Sasaki (Q11382397),
S135, Could Liau Hiok-hian and Virginia Raggi have met while they both held the position of council member?,FALSE,,
,Could Liau Hiok-hian and Berivan Aymaz have met while they both held the position of council member?,FALSE,Berivan Aymaz (Q29961583),
,Could Liau Hiok-hian and Derya Yanık have met while they both held the position of council member?,FALSE,Derya Yanık (Q106577630),
,Could Liau Hiok-hian and Vuokko Juhola have met while they both held the position of council member?,FALSE,Vuokko Juhola (Q18632821),
,Could Liau Hiok-hian and Chang Jung-wei have met while they both held the position of council member?,FALSE,Chang Jung-wei (Q15909770),
,Could Liau Hiok-hian and Liu Chien-kuo have met while they both held the position of council member?,FALSE,Liu Chien-kuo (Q8349646),
,Could Liau Hiok-hian and John Willoughby have met while they both held the position of council member?,FALSE,John Willoughby (Q26690019),
,Could Liau Hiok-hian and Ross Donnelly Mangles have met while they both held the position of council member?,FALSE,Ross Donnelly Mangles (Q7369291),
,Could Liau Hiok-hian and Yang Wanshan have met while they both held the position of council member?,FALSE,Yang Wanshan (Q45623338),
,Could Liau Hiok-hian and Lin Kuo-cheng have met while they both held the position of council member?,FALSE,Lin Kuo-cheng (Q8279533),
,Could Liau Hiok-hian and Luis Carlos Galán Sarmiento have met while they both held the position of council member?,FALSE,Luis Carlos Galán Sarmiento (Q3046401),
S136,Could a monolingual Slovenian read Yoshimitsu's native name?,FALSE,,
,Could a monolingual Slovenian read Gabriela Barančíková's native name?,FALSE,Gabriela Barančíková (Q108270969),
,Could a monolingual Slovenian read Milan Melník's native name?,FALSE,Milan Melník (Q13402883),
,Could a monolingual Slovenian read Peter Pelikán's native name?,FALSE,Peter Pelikán (Q24529792),
,Could a monolingual Slovenian read Rastislav Káčer's native name?,FALSE,Rastislav Káčer (Q113956708),
,Could a monolingual Slovenian read Ján Babčan's native name?,FALSE,Ján Babčan (Q95106198),
,Could a monolingual Slovenian read Ivan Turianytsia's native name?,FALSE,Ivan Turianytsia (Q116195786),
,Could a monolingual Slovenian read Michal Juríček's native name?,FALSE,Michal Juríček (Q43870359),
,Could a monolingual Slovenian read Radovan Šebesta's native name?,FALSE,Radovan Šebesta (Q79455283),
,Could a monolingual Slovenian read Otto Tomeček's native name?,FALSE,Otto Tomeček (Q12773241),
,Could a monolingual Slovenian read Attila Czirfusz's native name?,FALSE,Attila Czirfusz (Q112411661),
S137,Is it likely for Atousa Pourkashiyan to know what the French Defense is?,TRUE,,
,Is it likely for Gennadi Timoshchenko to know what the French Defense is?,TRUE,Gennadi Timoshchenko (Q363218),
,Is it likely for Elena Chorvátová to know what the French Defense is?,TRUE,Elena Chorvátová (Q98522468),
,Is it likely for Andrea Bochničková to know what the French Defense is?,TRUE,Andrea Bochničková (Q98970254),
,Is it likely for Juraj Brabec to know what the French Defense is?,TRUE,Juraj Brabec (Q72999266),
,Is it likely for Viktoria Nadzamova to know what the French Defense is?,TRUE,Viktoria Nadzamova (Q108373270),
,Is it likely for Peter Vavrák to know what the French Defense is?,TRUE,Peter Vavrák (Q12773772),
,Is it likely for Lucia Sevcikova to know what the French Defense is?,TRUE,Lucia Sevcikova (Q108476718),
,Is it likely for Zuzana Borosova to know what the French Defense is?,TRUE,Zuzana Borosova (Q231185),
,Is it likely for Julia Movsesian to know what the French Defense is?,TRUE,Julia Movsesian (Q518957),
,Is it likely for Bedrich Formánek to know what the French Defense is?,TRUE,Bedrich Formánek (Q12763009),
S138,Could the Kalashnikov rifle have been used in the Second Sino-Japanese War?,FALSE,,
,Could the Kalashnikov rifle have been used in the Battle of Ceraja and Sllatina?,FALSE,Battle of Ceraja and Sllatina (Q25570036),
,Could the Kalashnikov rifle have been used in the Tirah campaign?,FALSE,Tirah campaign (Q17025641),
,Could the Kalashnikov rifle have been used in the Naning War?,FALSE,Naning War (Q22936451),
,Could the Kalashnikov rifle have been used in the Manz War?,FALSE,Manz War (Q16674129),
,Could the Kalashnikov rifle have been used in the Hafidiya?,FALSE,Hafidiya (Q97358280),
,Could the Kalashnikov rifle have been used in the Kake War?,FALSE,Kake War (Q42326778),
,Could the Kalashnikov rifle have been used in the Ninth Russo-Turkish War?,FALSE,Ninth Russo-Turkish War (Q287942),
,Could the Kalashnikov rifle have been used in the Iquicha War?,FALSE,Iquicha War (Q22667717),
,Could the Kalashnikov rifle have been used in the Zaian War,FALSE,Zaian War (Q8064768),
,Could the Kalashnikov rifle have been used in the Guerra de la Union y la Fuerza?,FALSE,Guerra de la Union y la Fuerza (Q495202,
S139,Could Men of Maizeen español have been a book read by people involved in the Cuban Revolution?,TRUE,,
,Could Women with the Whip have been a book read by people involved in the Cuban Revolution,TRUE,The Woman with the Whip (Q7775573),
,Could Concierto del Sur have been a book read by people involved in the Cuban Revolution?,TRUE,Concierto del Sur (Q16543595),
,Could Rico Tipo have been a book read by people involved in the Cuban Revolution?,TRUE,Rico Tipo (Q3821190),
,Could Las leguminosas Argentinas have been a book read by people involved in the Cuban Revolution?,TRUE,Las leguminosas Argentinas (Q15708964),
,Could Liminal manifesto have been a book read by people involved in the Cuban Revolution?,TRUE,Liminal manifesto (Q11690480),
,Could Siranger have been a book read by people involved in the Cuban Revolution?,TRUE,Siranger (Q113623453),
,Could Argirópolis have been a book read by people involved in the Cuban Revolution?,TRUE,Argirópolis (Q5703742),
,Could Assalam have been a book read by people involved in the Cuban Revolution?,TRUE,Assalam (Q126914876),
,Could Azzaubaha have been a book read by people involved in the Cuban Revolution?,TRUE,Azzaubaha (Q125862956),
,Could Fomento de la Instrucción Gallega have been a book read by people involved in the Cuban Revolution?,TRUE,Fomento de la Instrucción Gallega (Q12388649),
S140,Is Radosław Wojtaszek monogamous?,TRUE,,
,Is Ulrika Babiaková monogamous?,TRUE,Ulrika Babiaková (Q468434),
,Is József Liszka monogamous?,TRUE,József Liszka (Q1130425),
,Is Árpád Duka-Zólyomi monogamous?,TRUE,Árpád Duka-Zólyomi (Q3495796),
,Is Božidara Turzonovová monogamous?,TRUE,Božidara Turzonovová (Q3562824),
,Is Pavel Dvořák monogamous?,TRUE,Pavel Dvořák (Q12044040),
,Is Lucia Klein Svoboda monogamous?,TRUE,Lucia Klein Svoboda (Q12034150),
,Is Martin Slivka monogamous?,TRUE,Martin Slivka (Q1905063),
,Is Oľga Pietruchová monogamous?,TRUE,Oľga Pietruchová (Q13538027),
,Is Mira Nábělková monogamous?,TRUE,Mira Nábělková (Q2993932),
,Is Štefan Ivanics monogamous?,TRUE,Štefan Ivanics (Q112369764),
S141,Would a vegan eat a Fabada asturiana dish?,FALSE,,
,Would a vegan eat a carcamusa dish?,FALSE,carcamusa (Q3848112),
,Would a vegan eat a Ofe Ujuju dish?,FALSE,Ofe Ujuju (Q113070410),
,Would a vegan eat a Orrisa dish?,FALSE,Orrisa (Q6052975),
,Would a vegan eat a Market jelbana dish?,FALSE,Market jelbana (Q22929033),
,Would a vegan eat a bozbash dish?,FALSE,bozbash (Q4090235),
,Would a vegan eat a azara dish?,FALSE,azara (Q11257281),
,Would a vegan eat a Westfälisches Blindhuhn dish?,FALSE,Westfälisches Blindhuhn (Q55150793),
,Would a vegan eat a tajine dish?,FALSE,tajine (Q865004),
,Would a vegan eat a Badımcan çığırtması dish?,FALSE,Badımcan çığırtması (Q12811344),
,Would a vegan eat a patlıcanlı köfte dish?,FALSE,patlıcanlı köfte (Q20108616),
S142,Can Arimasa Mori talk to citizens of New Brunswick with no translators involved?,TRUE,,
,Can Takeshi Tamura talk to citizens of New Brunswick with no translators involved?,TRUE,Takeshi Tamura (Q11576951),
,Can Mieko Macé talk to citizens of New Brunswick with no translators involved?,TRUE,Mieko Macé (Q107588940),
,Can Chisaki Doi talk to citizens of New Brunswick with no translators involved?,TRUE,Chisaki Doi (Q99349029),
,Can Mika Hayashi talk to citizens of New Brunswick with no translators involved?,TRUE,Mika Hayashi (Q11533278,
,Can Hiroyuki Nishimura talk to citizens of New Brunswick with no translators involved?,TRUE,Hiroyuki Nishimura (Q842977),
,Can Kaoru Okano talk to citizens of New Brunswick with no translators involved?,TRUE,Kaoru Okano (Q11473952),
,Can Maria Arima talk to citizens of New Brunswick with no translators involved?,TRUE,Maria Arima (Q107273189),
,Can Keiko Koyama talk to citizens of New Brunswick with no translators involved?,TRUE,Keiko Koyama (Q123415234),
,Can Yajūrō Bandō talk to citizens of New Brunswick with no translators involved?,TRUE,Yajūrō Bandō (Q11425429),
,Can Ania Pieroni talk to citizens of New Brunswick with no translators involved?,TRUE,Ania Pieroni (Q2408038),
S143,Could Charles Hesterman Merz have voted for Brexit?,FALSE,,
,Could C. Ainsworth Mitchell have voted for Brexit?,FALSE,C. Ainsworth Mitchell (Q25338552),
,Could Patrick Linstead have voted for Brexit?,FALSE,Patrick Linstead (Q7147026),
,Could Neil Kensington Adam have voted for Brexit?,FALSE,Neil Kensington Adam (Q3874303),
,Could Philip Lawley have voted for Brexit?,FALSE,Philip Lawley (Q7183953),
,Could Henry Brunner have voted for Brexit?,FALSE,Henry Brunner (Q9002947),
,Could Arthur Herbert Church have voted for Brexit?,FALSE,Arthur Herbert Church (Q709780),
,Could John Gaddum have voted for Brexit?,FALSE,John Gaddum (Q901919),
,Could Martha Annie Whiteley have voted for Brexit?,FALSE,Martha Annie Whiteley (Q15994620),
,Could Frank Lee Pyman have voted for Brexit?,FALSE,Frank Lee Pyman (Q15994700),
,Could Brian Duncan Shaw have voted for Brexit?,FALSE,Brian Duncan Shaw (Q18670812),
S144,Has Rodney Strasser lived in more than one century?,TRUE,,
,Has Rino Furuichi lived in more than one century?,TRUE,Rino Furuichi (Q115228030),
,Has Nana Nagayama lived in more than one century?,TRUE,Nana Nagayama (Q11550017),
,Has Takumi Wada lived in more than one century?,TRUE,Takumi Wada (Q1092705),
,Has Yūya Satō lived in more than one century?,TRUE,Yūya Satō (Q60230297),
,Has Riku Ichikawa lived in more than one century?,TRUE,Riku Ichikawa (Q9133421),
,Has Haruhi Nakajima lived in more than one century?,TRUE,Haruhi Nakajima (Q11364687),
,Has Kazuha Kitamura lived in more than one century?,TRUE,Kazuha Kitamura (Q11401931),
,Has Hajime Yoshii lived in more than one century?,TRUE,Hajime Yoshii (Q11412574),
,Has Ayumu Yamanoi lived in more than one century?,TRUE,Ayumu Yamanoi (Q11466229),
,Has Sarasa Kadowaki lived in more than one century?,TRUE,Sarasa Kadowaki (Q11604692),
S145,Has Alexander Merkel been a member of at least a baker’s dozen of sports teams?,TRUE,,
,Has Ferydoon Zandi been a member of at least a baker’s dozen of sports teams?,TRUE,Ferydoon Zandi (Q287918),
,Has Mehrzad Madanchi been a member of at least a baker’s dozen of sports teams?,TRUE,Mehrzad Madanchi (Q725316),
,Has Ahmad Alenemeh been a member of at least a baker’s dozen of sports teams?,TRUE,Ahmad Alenemeh (Q4695254),
,Has Mohammad Reza Khanzadeh been a member of at least a baker’s dozen of sports teams?,TRUE,Mohammad Reza Khanzadeh (Q6892332),
,Has Teerasil Dangda been a member of at least a baker’s dozen of sports teams?,TRUE,Teerasil Dangda (Q304901),
,Has Saeed Hallafi been a member of at least a baker’s dozen of sports teams?,TRUE,Saeed Hallafi (Q7398221),
,Has Anusorn Srichaluang been a member of at least a baker’s dozen of sports teams?,TRUE,Anusorn Srichaluang (Q612850),
,Has Teeratep Winothai been a member of at least a baker’s dozen of sports teams?,TRUE,Teeratep Winothai (Q1322239),
,Has Sarayoot Chaikamdee been a member of at least a baker’s dozen of sports teams?,TRUE,Sarayoot Chaikamdee (Q2039567),
,Has Nontapan Jeansatawong been a member of at least a baker’s dozen of sports teams?,TRUE,Nontapan Jeansatawong (Q13015891),
S146,Did Ali Hanteh's career as a sportsman end in the same decade that Bader Munshi was born?,TRUE,,
,Did Rino Furuichi's career as a sportsman end in the same decade that Bader Munshi was born?,TRUE,Rino Furuichi (Q115228030),
,Did Nana Nagayama's career as a sportsman end in the same decade that Bader Munshi was born?,TRUE,Nana Nagayama (Q11550017),
,Did Takumi Wada's career as a sportsman end in the same decade that Bader Munshi was born?,TRUE,Takumi Wada (Q1092705),
,Did Yūya Satō's career as a sportsman end in the same decade that Bader Munshi was born?,TRUE,Yūya Satō (Q60230297),
,Did Riku Ichikawa's career as a sportsman end in the same decade that Bader Munshi was born?,TRUE,Riku Ichikawa (Q9133421),
,Did Haruhi Nakajima's career as a sportsman end in the same decade that Bader Munshi was born?,TRUE,Haruhi Nakajima (Q11364687),
,Did Kazuha Kitamura's career as a sportsman end in the same decade that Bader Munshi was born?,TRUE,Kazuha Kitamura (Q11401931),
,Did Hajime Yoshii's career as a sportsman end in the same decade that Bader Munshi was born?,TRUE,Hajime Yoshii (Q11412574),
,Did Ayumu Yamanoi's career as a sportsman end in the same decade that Bader Munshi was born?,TRUE,Ayumu Yamanoi (Q11466229),
,Did Sarasa Kadowaki's career as a sportsman end in the same decade that Bader Munshi was born?,TRUE,Sarasa Kadowaki (Q11604692),
