ID,Modified Question,Answer,
,Harumi Kurihara birthed a son as part of the family of Reiji Kurihara.,TRUE,"Harumi Kurihara (Q528899), Reiji Kurihara"
,Chieko Mori birthed a son as part of the family of Yoshirō Mori.,TRUE,"Chieko Mori (Q106479778), Yoshirō Mori "
,Riko Shibata birthed a son as part of the family of Nicolas Cage.,TRUE,"Riko Shibata (Q109355504), Nicolas Cage"
,Kaneko Ikeda birthed a son as part of the family of Daisaku Ikeda.,TRUE,"Kaneko Ikeda (Q6534660), Daisaku Ikeda"
,Ise Tōgō birthed a son as part of the family of Fumihiko Tōgō.,TRUE,"Ise Tōgō (Q60167275), Fumihiko Tōgō "
,Yukari Itō birthed a son as part of the family of Mitsuo Sagawa.,TRUE,"Yukari Itō (Q8973235), Mitsuo Sagawa"
,Yūko Shishido birthed a son as part of the family of Joe Shishido.,TRUE,"Yūko Shishido (Q83365288), Joe Shishido "
,Nobuko Miyamoto birthed a son as part of the family of Jūzō Itami.,TRUE,"Nobuko Miyamoto (Q542510), Jūzō Itami"
,Misa Watanabe birthed a son as part of the family of Shin Watanabe.,TRUE,"Misa Watanabe (Q11562493), Shin Watanabe"
,Aiko Mimasu birthed a son as part of the family of Matsutarō Kawaguchi.,TRUE,"Aiko Mimasu (Q11356810), Matsutarō Kawaguchi "
C83,Masanobu Tsuji took place in the only war in which nuclear weapons were used.,TRUE,
,Takashi Sakai took place in the only war in which nuclear weapons were used.,TRUE,Takashi Sakai (Q705350)
,Yoshio Yoshida took place in the only war in which nuclear weapons were used.,TRUE,Yoshio Yoshida (Q3572689)
,Kaoru Arima took place in the only war in which nuclear weapons were used.,TRUE,Kaoru Arima (Q6366242)
,Akira Yamamoto took place in the only war in which nuclear weapons were used.,TRUE,Akira Yamamoto (Q3607352)
,Takeshi Mori took place in the only war in which nuclear weapons were used.,TRUE,Takeshi Mori (Q713569)
,Yukio Seki took place in the only war in which nuclear weapons were used.,TRUE,Yukio Seki (Q585974)
,Masami Kobayashi took place in the only war in which nuclear weapons were used.,TRUE,Masami Kobayashi (Q1777847)
,Kōtarō Nakamura took place in the only war in which nuclear weapons were used.,TRUE,Kōtarō Nakamura (Q553852)
,Takeshi Sakurada took place in the only war in which nuclear weapons were used.,TRUE,Takeshi Sakurada (Q13950274)
,Seiichi Kume took place in the only war in which nuclear weapons were used.,TRUE,Seiichi Kume (Q60988904)
C84,Eveline Poncio loves his country Portugal.,FALSE,
,Manoel Carnaúba Cortez loves his country Portugal.,FALSE,Manoel Carnaúba Cortez (Q109792752)
,Roberto Villa loves his country Portugal.,FALSE,Roberto Villa (Q109983204)
,Renato Migliorini loves his country Portugal.,FALSE,Renato Migliorini (Q7312660)
,Oswaldo Alves loves his country Portugal.,FALSE,Oswaldo Alves (Q56678940)
,Roberto Forneris loves his country Portugal.,FALSE,Roberto Forneris (Q113998487)
,Gilvan Silva Souza loves his country Portugal.,FALSE,Gilvan Silva Souza (Q61879435)
,Isaias Raw loves his country Portugal.,FALSE,Isaias Raw (Q104330568)
,Paulo Carneiro loves his country Portugal.,FALSE,Paulo Carneiro (Q10346491)
,Rogério Meneghini loves his country Portugal.,FALSE,Rogério Meneghini (Q105883583)
,Lucien Lison loves his country Portugal.,FALSE,Lucien Lison (Q6362188)
C85,Carla Novaes is a female but she once had a scrotum in her life.,TRUE,
,Cláudia Andrade is a female but she once had a scrotum in her life.,TRUE,Cláudia Andrade (Q107338446)
,Alessandra Ramos Makkeda is a female but she once had a scrotum in her life.,TRUE,Alessandra Ramos Makkeda (Q53844828)
,Joana Couto is a female but she once had a scrotum in her life.,TRUE,Joana Couto (Q105427564)
,Mel Gonçalves is a female but she once had a scrotum in her life.,TRUE,Mel Gonçalves (Q69937434)
,Marcelly Morena is a female but she once had a scrotum in her life.,TRUE,Marcelly Morena (Q63989083)
,Dodi Leal is a female but she once had a scrotum in her life.,TRUE,Dodi Leal (Q96483254)
,Glamour Garcia is a female but she once had a scrotum in her life.,TRUE,Glamour Garcia (Q64464607)
,Gabriela Silva is a female but she once had a scrotum in her life.,TRUE,Gabriela Silva (Q110741734)
,Renata Carvalho is a female but she once had a scrotum in her life.,TRUE,Renata Carvalho (Q116760103)
,Sabrina De Paulo is a female but she once had a scrotum in her life.,TRUE,Sabrina De Paulo (Q111678952)
C86,People from Ankita Bhambri's country typicaly love dosa.,TRUE,
,People from John Pradeep's country typicaly love dosa.,TRUE,John Pradeep (Q6253309)
,People from Jimmy George's country typicaly love dosa.,TRUE,Jimmy George (Q3595581)
,People from Nirmal Kaur's country typicaly love dosa.,TRUE,Nirmal Kaur (Q7040003)
,People from Disha Ghosh's country typicaly love dosa.,TRUE,Disha Ghosh (Q111908060)
,People from Ranjit Singh's country typicaly love dosa.,TRUE,Ranjit Singh (Q28151875)
,People from Mohan Poothathan's country typicaly love dosa.,TRUE,Mohan Poothathan (Q6893573)
,People from Abdul Basith's country typicaly love dosa.,TRUE,Abdul Basith (Q4665312)
,People from Bhanu Khatik's country typicaly love dosa.,TRUE,Bhanu Khatik (Q113652479)
,People from Kuldip Vats's country typicaly love dosa.,TRUE,Kuldip Vats (Q6442895)
,People from Tom Joseph's country typicaly love dosa.,TRUE,Tom Joseph (Q16730450)
C87,Bogna Sobiech married an athlete who does a different sport from her.,TRUE,
,To de Jel married an athlete who does a different sport from her.,TRUE,To de Jel (Q112765868)
,Jung Soon-ok married an athlete who does a different sport from her.,TRUE,Jung Soon-ok (Q6312662)
,Laura Maddaloni married an athlete who does a different sport from her.,TRUE,Laura Maddaloni (Q15290632)
,Nataliia Klychko married an athlete who does a different sport from her.,TRUE,Nataliia Klychko (Q17371864)
,Charlotte Deldaele married an athlete who does a different sport from her.,TRUE,Charlotte Deldaele (Q102047354)
,Lisvel Elisa Eve married an athlete who does a different sport from her.,TRUE,Lisvel Elisa Eve (Q2437053)
,Lisa Bonder married an athlete who does a different sport from her.,TRUE,Lisa Bonder (Q3242377)
,Michelle Waterson married an athlete who does a different sport from her.,TRUE,Michelle Waterson (Q6837288)
,Eve-Mai Maurer married an athlete who does a different sport from her.,TRUE,Eve-Mai Maurer (Q5416206)
,Norma Wilson married an athlete who does a different sport from her.,TRUE,Norma Wilson (Q7051740)
C88,Diana Aster typically performs in front of the camera.,TRUE,
,Pegah Ferydoni typically performs in front of the camera.,TRUE,Pegah Ferydoni (Q97194)
,Arian Risbaf typically performs in front of the camera.,TRUE,Arian Risbaf (Q126900938)
,Behzad Mohammadi typically performs in front of the camera.,TRUE,Behzad Mohammadi (Q5722072)
,Patrick Monahan typically performs in front of the camera.,TRUE,Patrick Monahan (Q7147234)
,Ali Abolhassani typically performs in front of the camera.,TRUE,Ali Abolhassani (Q97219088)
,Gelareh Abbasi typically performs in front of the camera.,TRUE,Gelareh Abbasi (Q16046437)
,Hossein Zarinjoei typically performs in front of the camera.,TRUE,Hossein Zarinjoei (Q124424876)
,Alireza Massoudi typically performs in front of the camera.,TRUE,Alireza Massoudi (Q21034290)
,Mahmood Gabarloo typically performs in front of the camera.,TRUE,Mahmood Gabarloo (Q56364170)
,Sadegh Abdollahi typically performs in front of the camera.,TRUE,Sadegh Abdollahi (Q61062925)
C89,Placida Laubhardt got paid millions of dollars for her work.,FALSE,
,Ryōnen Gensō got paid millions of dollars for her work.,FALSE,Ryōnen Gensō (Q52418652)
,Abutsu-ni got paid millions of dollars for her work.,FALSE,Abutsu-ni (Q336103)
,Taira no Tokiko got paid millions of dollars for her work.,FALSE,Taira no Tokiko (Q3379244)
,Fuku Okumura got paid millions of dollars for her work.,FALSE,Fuku Okumura (Q68185190)
,Richū-joō got paid millions of dollars for her work.,FALSE,Richū-joō (Q10420536)
,Kawamura Myōkei got paid millions of dollars for her work.,FALSE,Kawamura Myōkei (Q6605179)
,Kazuko Watanabe got paid millions of dollars for her work.,FALSE,Kazuko Watanabe (Q11562141)
,Junsho-in got paid millions of dollars for her work.,FALSE,Junsho-in (Q5362031)
,Takatsukasa Seigyoku got paid millions of dollars for her work.,FALSE,Takatsukasa Seigyoku (Q7140538)
,Hōjō Masako got paid millions of dollars for her work.,FALSE,Hōjō Masako (Q463961)
C90,Bogna Sobiech can teach classes on how to play handball.,TRUE,
,Jorge Terceiro can teach classes on how to play handball.,TRUE,Jorge Terceiro (Q1703935)
,Sandra Pires can teach classes on how to play handball.,TRUE,Sandra Pires (Q463658)
,Pedro Cunha can teach classes on how to play handball.,TRUE,Pedro Cunha (Q221897)
,Nilo Chavarry can teach classes on how to play handball.,TRUE,Nilo Chavarry (Q56350852)
,Leila Barros can teach classes on how to play handball.,TRUE,Leila Barros (Q458463)
,Andrezza Martins can teach classes on how to play handball.,TRUE,Andrezza Martins (Q509717)
,Emanuel Rego can teach classes on how to play handball.,TRUE,Emanuel Rego (Q925644)
,Márcio Araújo can teach classes on how to play handball.,TRUE,Márcio Araújo (Q1167606)
,Fábio Luiz Magalhães can teach classes on how to play handball.,TRUE,Fábio Luiz Magalhães (Q1478646)
,Ana Ida Alvares can teach classes on how to play handball.,TRUE,Ana Ida Alvares (Q4750373)
C91,Many actors in Belle of Old Mexico sing and dance.,TRUE,
,Many actors in Hold Everything sing and dance.,TRUE,Hold Everything (Q3139282)
,Many actors in The New Bremen Town Musicians sing and dance.,TRUE,The New Bremen Town Musicians (Q4326485)
,Many actors in Sakk-matt sing and dance.,TRUE,Sakk-matt (Q87412244)
,Many actors in Khanuma sing and dance.,TRUE,Khanuma (Q4495584)
,Many actors in Seryi Volk & Krasnaya Shapochka sing and dance.,TRUE,Seryi Volk & Krasnaya Shapochka (Q3224104)
,Many actors in Vechernitsy sing and dance.,TRUE,Vechernitsy (Q84994624)
,Many actors in Jam Session sing and dance.,TRUE,Jam Session (Q48672682)
,Many actors in Ryöstö Seraljista sing and dance.,TRUE,Ryöstö Seraljista (Q115252191)
,Many actors in A palacsintás király sing and dance.,TRUE,A palacsintás király (Q54265434)
,Many actors in Zhenikhi i nozhy sing and dance.,TRUE,Zhenikhi i nozhy (Q116865206)
C92,The paternal side of the family of Italia Walter's children originates from Germany.,TRUE,
,The paternal side of the family of Irene Kowaliska's children originates from Germany.,TRUE,Irene Kowaliska (Q20638764)
,The paternal side of the family of Patrizia Giancotti's children originates from Germany.,TRUE,Patrizia Giancotti (Q3897819)
,The paternal side of the family of Brigitte Bardot's children originates from Germany.,TRUE,Brigitte Bardot (Q36268)
,The paternal side of the family of Jeanne d'Albret's children originates from Germany.,TRUE,Jeanne d'Albret (Q229286)
,The paternal side of the family of Jiao Zhimin's children originates from South Korea.,TRUE,Jiao Zhimin (Q456828)
,The paternal side of the family of Ulla Thorsell's children originates from Armenia.,TRUE,Ulla Thorsell (Q108650275)
,The paternal side of the family of Ann Tahincioğlu's children originates from Turkey.,TRUE,Ann Tahincioğlu (Q120118695)
,The paternal side of the family of Servet Soylu's children originates from Turkey.,TRUE,Servet Soylu (Q106977199)
,The paternal side of the family of Alessya Safronova's children originates from Turkey.,TRUE,Alessya Safronova (Q2832855)
,The paternal side of the family of Varvara Alexanyan's children originates from Turkey.,TRUE,Varvara Alexanyan (Q21199720)
C93,You can get motion sickness on the HMS Abercrombie.,TRUE,
,You can get motion sickness on the SMS Novara.,TRUE,SMS Novara (Q665325)
,You can get motion sickness on the SMS Frankfurt.,TRUE,SMS Frankfurt (Q833582)
,You can get motion sickness on the Edgar Quinet.,TRUE,Edgar Quinet (Q964988)
,You can get motion sickness on the SMS Mainz.,TRUE,SMS Mainz (Q535014)
,You can get motion sickness on the HMS Hyacinth.,TRUE,HMS Hyacinth (Q2578016)
,You can get motion sickness on the HMS Cambrian.,TRUE,HMS Cambrian (Q1564469)
,You can get motion sickness on the HMS Flora.,TRUE,HMS Flora (Q5632445)
,You can get motion sickness on the SMS Condor.,TRUE,SMS Condor (Q2206808)
,You can get motion sickness on the SMS Cöln.,TRUE,SMS Cöln (Q540425)
,You can get motion sickness on the HMAS Canberra.,TRUE,HMAS Canberra (Q1303961)
C94,The attack on Pearl Harbor took place before the Shinpūren Rebellion.,FALSE,
,The attack on Pearl Harbor took place before the Tyrolean Rebellion.,FALSE,Tyrolean Rebellion (Q664364)
,The attack on Pearl Harbor took place before the Satsuma Rebellion.,FALSE,Satsuma Rebellion (Q714820)
,The attack on Pearl Harbor took place before the Chichibu Incident.,FALSE,Chichibu Incident (Q3078148)
,The attack on Pearl Harbor took place before the Shōchō uprising.,FALSE,Shōchō uprising (Q7499812)
,The attack on Pearl Harbor took place before the Greengrocers' Mutiny.,FALSE,Greengrocers' Mutiny (Q61112816)
,The attack on Pearl Harbor took place before Pugachev's Rebellion.,FALSE,Pugachev's Rebellion (Q154100)
,The attack on Pearl Harbor took place before the Săbăoani uprising.,FALSE,Săbăoani uprising (Q107310646)
,The attack on Pearl Harbor took place before Malê Revolt.,FALSE,Malê Revolt (Q6745211)
,The attack on Pearl Harbor took place before the Uprising of Santa Cruz de Mudela.,FALSE,Uprising of Santa Cruz de Mudela (Q17028626)
,The attack on Pearl Harbor took place before the Kakitsu uprising.,FALSE,Kakitsu uprising (Q11419378)
C95,Mohammad Vali Khan Tonekaboni typed his diaries in his personal computer.,FALSE,
,Ashrafi Samarqandi typed his diaries in his personal computer.,FALSE,Ashrafi Samarqandi (Q30303859)
,Shahrukh Afshar typed his diaries in his personal computer.,FALSE,Shahrukh Afshar (Q197884)
,Mishkín-Qalam typed his diaries in his personal computer.,FALSE,Mishkín-Qalam (Q462361)
,Qasem-e Anvar typed his diaries in his personal computer.,FALSE,Qasem-e Anvar (Q2561764)
,Sarmad Kashani typed his diaries in his personal computer.,FALSE,Sarmad Kashani (Q2916030)
,Hasan al-Utrush typed his diaries in his personal computer.,FALSE,Hasan al-Utrush (Q4892807)
,Molla Fathollah Kashani typed his diaries in his personal computer.,FALSE,Molla Fathollah Kashani (Q5217701)
,Hajji Mohammad Hossein Isfahani typed his diaries in his personal computer.,FALSE,Hajji Mohammad Hossein Isfahani (Q5639912)
,Sam Mirza typed his diaries in his personal computer.,FALSE,Sam Mirza (Q6410269)
,Yahya Ghaffari typed his diaries in his personal computer.,FALSE,Yahya Ghaffari (Q5728246)
C96,Javier Milei and Najib Mikati hold the same position but in different countries.,FALSE,
,Berivan Aymaz and Javier Milei hold the same position but in different countries.,FALSE,Berivan Aymaz (Q29961583)
,Derya Yanık and Javier Milei hold the same position but in different countries.,FALSE,Derya Yanık (Q106577630)
,Vuokko Juhola and Javier Milei hold the same position but in different countries.,FALSE,Vuokko Juhola (Q18632821)
,Chang Jung-wei and Javier Milei hold the same position but in different countries.,FALSE,Chang Jung-wei (Q15909770)
,Liu Chien-kuo and Javier Milei hold the same position but in different countries.,FALSE,Liu Chien-kuo (Q8349646)
,John Willoughby and Javier Milei hold the same position but in different countries.,FALSE,John Willoughby (Q26690019)
,Ross Donnelly Mangles and Javier Milei hold the same position but in different countries.,FALSE,Ross Donnelly Mangles (Q7369291)
,Yang Wanshan and Javier Milei hold the same position but in different countries.,FALSE,Yang Wanshan (Q45623338)
,Lin Kuo-cheng and Javier Milei hold the same position but in different countries.,FALSE,Lin Kuo-cheng (Q8279533)
,Luis Carlos Galán Sarmiento and Javier Milei hold the same position but in different countries.,FALSE,Luis Carlos Galán Sarmiento (Q3046401)
C97,Noelia Vargas must sleep to survive.,TRUE,
,Jorge Terceiro must sleep to survive.,TRUE,Jorge Terceiro (Q1703935)
,Sandra Pires must sleep to survive.,TRUE,Sandra Pires (Q463658)
,Pedro Cunha must sleep to survive.,TRUE,Pedro Cunha (Q221897)
,Nilo Chavarry must sleep to survive.,TRUE,Nilo Chavarry (Q56350852)
,Leila Barros must sleep to survive.,TRUE,Leila Barros (Q458463)
,Andrezza Martins must sleep to survive.,TRUE,Andrezza Martins (Q509717)
,Emanuel Rego must sleep to survive.,TRUE,Emanuel Rego (Q925644)
,Márcio Araújo must sleep to survive.,TRUE,Márcio Araújo (Q1167606)
,Fábio Luiz Magalhães must sleep to survive.,TRUE,Fábio Luiz Magalhães (Q1478646)
,Ana Ida Alvares must sleep to survive.,TRUE,Ana Ida Alvares (Q4750373)
C98,Elisa Skrotzki requires a racket to do her job.,FALSE,
,Chang Hee-Sook requires a racket to do her job.,FALSE,Chang Hee-Sook (Q5071619)
,Lee Eun-ok requires a racket to do her job.,FALSE,Lee Eun-ok (Q61018901)
,Jinhwa Lee requires a racket to do her job.,FALSE,Jinhwa Lee (Q122931554)
,Kim Hye-jin requires a racket to do her job.,FALSE,Kim Hye-jin (Q11739236)
,Koo Ki-Lan requires a racket to do her job.,FALSE,Koo Ki-Lan (Q435685)
,Oh Ji-young requires a racket to do her job.,FALSE,Oh Ji-young (Q11261663)
,Kim Min-ji requires a racket to do her job.,FALSE,Kim Min-ji (Q624935)
,Park Seul-gi requires a racket to do her job.,FALSE,Park Seul-gi (Q11811493)
,Jang Young-eun requires a racket to do her job.,FALSE,Jang Young-eun (Q11719751)
,Kim Yu-ri requires a racket to do her job.,FALSE,Kim Yu-ri (Q12588290)
C99,William Francis Rhea used to decide whether a criminal is guilty or innocent.,TRUE,
,Mita Kōma used to decide whether a criminal is guilty or innocent.,TRUE,Mita Kōma (Q76970602)
,Ken'ichi Ono used to decide whether a criminal is guilty or innocent.,TRUE,Ken'ichi Ono (Q84462347)
,Masanori Hoshino used to decide whether a criminal is guilty or innocent.,TRUE,Masanori Hoshino (Q60229861)
,Kaku Tanino used to decide whether a criminal is guilty or innocent.,TRUE,Kaku Tanino (Q64399738)
,Manabu Satō used to decide whether a criminal is guilty or innocent.,TRUE,Manabu Satō (Q92682205)
,Hajime Miyamoto used to decide whether a criminal is guilty or innocent.,TRUE,Hajime Miyamoto (Q65095826)
,Osamu Iwaki used to decide whether a criminal is guilty or innocent.,TRUE,Osamu Iwaki (Q66365095)
,Kitsuki Yoshimichi used to decide whether a criminal is guilty or innocent.,TRUE,Kitsuki Yoshimichi (Q56886292)
,Naoaki Yoshii used to decide whether a criminal is guilty or innocent.,TRUE,Naoaki Yoshii (Q60230043)
,Takezō Nakamura used to decide whether a criminal is guilty or innocent.,TRUE,Takezō Nakamura (Q64784034)
C100,Kostas Tsakonas typically tries to make the audience laugh out loud.,TRUE,
,Park Hee-jin typically tries to make the audience laugh out loud.,TRUE,Park Hee-jin (Q12597377)
,Kim Hyeon-ki typically tries to make the audience laugh out loud.,TRUE,Kim Hyeon-ki (Q12589215)
,Lee Gyeong-ae typically tries to make the audience laugh out loud.,TRUE,Lee Gyeong-ae (Q12610906)
,Kim Jeong-hwan typically tries to make the audience laugh out loud.,TRUE,Kim Jeong-hwan (Q18648138)
,Won Ho Chung typically tries to make the audience laugh out loud.,TRUE,Won Ho Chung (Q10995041)
,Park Mi-sun typically tries to make the audience laugh out loud.,TRUE,Park Mi-sun (Q624924)
,Kang Yu-mi typically tries to make the audience laugh out loud.,TRUE,Kang Yu-mi (Q12583042)
,Shin Dong-yup typically tries to make the audience laugh out loud.,TRUE,Shin Dong-yup (Q11400234)
,Gil Seong-joon typically tries to make the audience laugh out loud.,TRUE,Gil Seong-joon (Q625372)
,Yoon Jung-soo typically tries to make the audience laugh out loud.,TRUE,Yoon Jung-soo (Q12610425)
C101,"When people wanted to address Ulrik Anton Motzfeldt in a court, they said, Your Honor.",TRUE,
,"When people wanted to address Mita Kōma in a court, they said, Your Honor.",TRUE,Mita Kōma (Q76970602)
,"When people wanted to address Ken'ichi Ono in a court, they said, Your Honor.",TRUE,Ken'ichi Ono (Q84462347)
,"When people wanted to address Masanori Hoshino in a court, they said, Your Honor.",TRUE,Masanori Hoshino (Q60229861)
,"When people wanted to address Kaku Tanino in a court, they said, Your Honor.",TRUE,Kaku Tanino (Q64399738)
,"When people wanted to address Manabu Satō in a court, they said, Your Honor.",TRUE,Manabu Satō (Q92682205)
,"When people wanted to address Hajime Miyamoto in a court, they said, Your Honor.",TRUE,Hajime Miyamoto (Q65095826)
,"When people wanted to address Osamu Iwaki in a court, they said, Your Honor.",TRUE,Osamu Iwaki (Q66365095)
,"When people wanted to address Kitsuki Yoshimichi in a court, they said, Your Honor.",TRUE,Kitsuki Yoshimichi (Q56886292)
,"When people wanted to address Naoaki Yoshii in a court, they said, Your Honor.",TRUE,Naoaki Yoshii (Q60230043)
,"When people wanted to address Takezō Nakamura in a court, they said, Your Honor.",TRUE,Takezō Nakamura (Q64784034)
C102,Jan-Carlo Simić was born in the current century.,TRUE,
,Dılda Demirtaş was born in the current century.,TRUE,Dılda Demirtaş (Q104768845)
,Arya Su Gülenç was born in the current century.,TRUE,Arya Su Gülenç (Q98124886)
,Nisa Sofiya Aksongur was born in the current century.,TRUE,Nisa Sofiya Aksongur (Q104148167)
,Leya Kırşan was born in the current century.,TRUE,Leya Kırşan (Q105433450)
,Aybars Kartal Özson was born in the current century.,TRUE,Aybars Kartal Özson (Q6019482)
,Salih Demir Ural was born in the current century.,TRUE,Salih Demir Ural (Q101198603)
,Isabella Damla Güvenilir was born in the current century.,TRUE,Isabella Damla Güvenilir (Q21717770)
,Yagiz Kaan Erdoğmuş was born in the current century.,TRUE,Yagiz Kaan Erdoğmuş (Q83732440)
,Muhammed Bozdağ was born in the current century.,TRUE,Muhammed Bozdağ (Q6932945)
,Ada Arca was born in the current century.,TRUE,Ada Arca (Q113482937)
C103,It is very likely for Industri Kereta Api to have hired several engineers.,TRUE,
,It is very likely for Ilmebahn to have hired several engineers.,TRUE,Ilmebahn (Q114723014)
,It is very likely for Stauden-Verkehrs-Gesellschaft to have hired several engineers.,TRUE,Stauden-Verkehrs-Gesellschaft (Q100794941)
,It is very likely for Koleje Dolnośląskie to have hired several engineers.,TRUE,Koleje Dolnośląskie (Q597307)
,It is very likely for De Bornholmske Jernbaner to have hired several engineers.,TRUE,De Bornholmske Jernbaner (Q955261)
,It is very likely for Westerwaldbahn GmbH to have hired several engineers.,TRUE,Westerwaldbahn GmbH (Q1247885)
,It is very likely for Journey Beyond to have hired several engineers.,TRUE,Journey Beyond (Q1544385)
,It is very likely for Viamont to have hired several engineers.,TRUE,Viamont (Q2521734)
,It is very likely for Sporveien T-banen to have hired several engineers.,TRUE,Sporveien T-banen (Q7107051)
,It is very likely for Montecargo to have hired several engineers.,TRUE,Montecargo (Q113996016)
,It is very likely for Citypendeln to have hired several engineers.,TRUE,Citypendeln (Q10453577)
C104,Anthony Dimond expressed his opinions on his Twitter account.,FALSE,
,Hassan Farhadpour expressed his opinions on his Twitter account.,FALSE,Hassan Farhadpour (Q56359193)
,Touri Hamzavi Bolourchi expressed his opinions on his Twitter account.,FALSE,Touri Hamzavi Bolourchi (Q114828445)
,Jamal Safavi expressed his opinions on his Twitter account.,FALSE,Jamal Safavi (Q97209142)
,Mansoor Hekmat expressed his opinions on his Twitter account.,FALSE,Mansoor Hekmat (Q713790)
,Mohammad Esmaeel Dolabi expressed his opinions on his Twitter account.,FALSE,Mohammad Esmaeel Dolabi (Q5957778)
,Mohammad Biabani expressed his opinions on his Twitter account.,FALSE,Mohammad Biabani (Q5963110)
,Mohammad Qazi expressed his opinions on his Twitter account.,FALSE,Mohammad Qazi (Q5947575)
,Mortezâ Varzi expressed his opinions on his Twitter account.,FALSE,Mortezâ Varzi (Q6914618)
,Mehraban Bondarian expressed his opinions on his Twitter account.,FALSE,Mehraban Bondarian (Q113957841)
,Mohammad Paziraei expressed his opinions on his Twitter account.,FALSE,Mohammad Paziraei (Q1321291)
C105,Hazin Lahiji acted in several well-known dramas.,FALSE,
,Javad Nurbakhsh acted in several well-known dramas.,FALSE,Javad Nurbakhsh (Q1397263)
,Said Mirhadi acted in several well-known dramas.,FALSE,Said Mirhadi (Q1773183)
,Heydar Yaghma acted in several well-known dramas.,FALSE,Heydar Yaghma (Q3135101)
,Hossein Ghods-Nakhai acted in several well-known dramas.,FALSE,Hossein Ghods-Nakhai (Q3140995)
,Mastoureh Ardalan acted in several well-known dramas.,FALSE,Mastoureh Ardalan (Q464670)
,Abu Ali al-Marzuqi acted in several well-known dramas.,FALSE,Abu Ali al-Marzuqi (Q6419029)
,Jahan Ara acted in several well-known dramas.,FALSE,Jahan Ara (Q5989139)
,Hadi Sabzavari acted in several well-known dramas.,FALSE,Hadi Sabzavari (Q3660738)
,Ahmad Bag Komasi acted in several well-known dramas.,FALSE,Ahmad Bag Komasi (Q5990098)
,Yadollah Behzad acted in several well-known dramas.,FALSE,Yadollah Behzad (Q5906833)
C106,Abi Mansur ibn Husayn Abu Said still performs on stage occasionally.,FALSE,
,Mohammad Mamle still performs on stage occasionally.,FALSE,Mohammad Mamle (Q983120)
,Nasrollah Nasehpour still performs on stage occasionally.,FALSE,Nasrollah Nasehpour (Q1465327)
,Fakhereh Saba still performs on stage occasionally.,FALSE,Fakhereh Saba (Q5431521)
,Evin Agassi still performs on stage occasionally.,FALSE,Evin Agassi (Q1382442)
,Hossein Sarshar still performs on stage occasionally.,FALSE,Hossein Sarshar (Q1630526)
,Merziye Feriqi still performs on stage occasionally.,FALSE,Merziye Feriqi (Q3666337)
,Monir Vakili still performs on stage occasionally.,FALSE,Monir Vakili (Q6900414)
,Hassan Zirak still performs on stage occasionally.,FALSE,Hassan Zirak (Q735625)
,Rubaba Muradova still performs on stage occasionally.,FALSE,Rubaba Muradova (Q3087750)
,Isfandiyar Garabaghi still performs on stage occasionally.,FALSE,Isfandiyar Garabaghi (Q579069)
C107,The Laotian Civil War took place in the last decade of the 20th century.,FALSE,
,17th session of the World Heritage Committee took place in the last decade of the 20th century.,FALSE,17th session of the World Heritage Committee (Q1919956)
,23rd session of the World Heritage Committee took place in the last decade of the 20th century.,FALSE,23rd session of the World Heritage Committee (Q2106082)
,20th session of the World Heritage Committee took place in the last decade of the 20th century.,FALSE,20th session of the World Heritage Committee (Q2624330)
,19th session of the World Heritage Committee took place in the last decade of the 20th century.,FALSE,19th session of the World Heritage Committee (Q2813457)
,Fruit Muse Live took place in the last decade of the 20th century.,FALSE,Fruit Muse Live (Q112279308)
,Utan invandrare stannar Sverige took place in the last decade of the 20th century.,FALSE,Utan invandrare stannar Sverige (Q10711378)
,Kabaret Potem tam i z powrotem took place in the last decade of the 20th century.,FALSE,Kabaret Potem tam i z powrotem (Q108933668)
,Von den Fischer un siene Fru took place in the last decade of the 20th century.,FALSE,Von den Fischer un siene Fru (Q112054950)
,"Celebrating Ancestors"""" Event at Kenkeleba House took place in the last decade of the 20th century.",FALSE,"""Celebrating Ancestors"" Event at Kenkeleba House (Q111730686)"
,18th Genie Awards took place in the last decade of the 20th century.,FALSE,18th Genie Awards (Q2810905)
C108,Silvia Arazi and Ivan Toney's countries fought each other during the Falklands war.,TRUE,
,Silvia Arazi and Nigel Praities's countries fought each other during the Falklands war.,TRUE,Nigel Praities (Q107092960)
,Silvia Arazi and Polly Arnold's countries fought each other during the Falklands war.,TRUE,Polly Arnold (Q15739609)
,Silvia Arazi and Adam Nelson's countries fought each other during the Falklands war.,TRUE,Adam Nelson (Q41810134)
,Silvia Arazi and Jemma Simmons's countries fought each other during the Falklands war.,TRUE,Jemma Simmons (Q20979384)
,Silvia Arazi and Georgina Roberts's countries fought each other during the Falklands war.,TRUE,Georgina Roberts (Q13422007)
,Silvia Arazi and Andrew McNally's countries fought each other during the Falklands war.,TRUE,Andrew McNally (Q48356333)
,Silvia Arazi and Pedro Ballester Arenas's countries fought each other during the Falklands war.,TRUE,Pedro Ballester Arenas (Q114051184)
,Silvia Arazi and Karen Wilson's countries fought each other during the Falklands war.,TRUE,Karen Wilson (Q42871046)
,Silvia Arazi and Nick Nieland's countries fought each other during the Falklands war.,TRUE,Nick Nieland (Q548170)
,Silvia Arazi and Leroy Cronin's countries fought each other during the Falklands war.,TRUE,Leroy Cronin (Q6528921)
C109,Lito Bayardo kills innocent people for fun.,FALSE,
,Chang Hee-Sook kills innocent people for fun.,FALSE,Chang Hee-Sook (Q5071619)
